school_to_school,distance_mi,town,year,hh_income,rank,category
Saugus-Swampscott,5.349151489056062,Saugus,1989,80119.0,337,x_hh_income
Saugus-Lynnfield,5.433577113105851,Saugus,1989,80119.0,338,x_hh_income
Peabody-Middleton,5.5454252943224684,Peabody,1989,76069.0,339,x_hh_income
Newbury-Groveland,5.590551585369322,Newbury,1989,84227.0,340,x_hh_income
Amesbury-Groveland,5.917174839382962,Amesbury,1989,72417.0,341,x_hh_income
Danvers-Lynnfield,5.964400140329401,Danvers,1989,83636.0,342,x_hh_income
Beverly-Manchester,5.971410704235797,Beverly,1989,75693.0,343,x_hh_income
Haverhill-North Andover,6.005102278445393,Haverhill,1989,70613.0,344,x_hh_income
Beverly-Swampscott,6.252890130243487,Beverly,1989,75693.0,345,x_hh_income
Lynn-Lynnfield,6.268752525050366,Lynn,1989,54573.0,346,x_hh_income
Peabody-Saugus,6.286835159897371,Peabody,1989,76069.0,347,x_hh_income
Beverly-Middleton,6.352256480398708,Beverly,1989,75693.0,348,x_hh_income
Peabody-Marblehead,6.446932447408488,Peabody,1989,76069.0,349,x_hh_income
Salem-Saugus,6.465266029224285,Salem,1989,62394.0,350,x_hh_income
Middleton-Hamilton,6.512709111452249,Middleton,1989,88103.0,351,x_hh_income
Salem-Lynnfield,6.587860172732203,Salem,1989,62394.0,352,x_hh_income
Lynnfield-Boxford,6.601916701304433,Lynnfield,1989,111927.0,353,x_hh_income
Merrimac-Newburyport,6.769292675011802,Merrimac,1989,78814.0,354,x_hh_income
North Andover-Georgetown,6.802750263821978,North Andover,1989,98798.0,355,x_hh_income
Lynn-Beverly,6.870577048901468,Lynn,1989,54573.0,356,x_hh_income
Georgetown-Boxford,6.878720081064147,Georgetown,1989,85742.0,357,x_hh_income
Lawrence-Haverhill,6.909402253317068,Lawrence,1989,42398.0,358,x_hh_income
Danvers-Marblehead,6.956299833777334,Danvers,1989,83636.0,359,x_hh_income
Swampscott-Lynnfield,7.077581548126293,Swampscott,1989,95930.0,360,x_hh_income
Danvers-Swampscott,7.138617286692019,Danvers,1989,83636.0,361,x_hh_income
Ipswich-Georgetown,7.303851120504134,Ipswich,1989,81012.0,362,x_hh_income
Lynn-Danvers,7.307373189110715,Lynn,1989,54573.0,363,x_hh_income
Amesbury-Newbury,7.5010648416583505,Amesbury,1989,72417.0,364,x_hh_income
Haverhill-Georgetown,7.509617320152967,Haverhill,1989,70613.0,365,x_hh_income
Ipswich-Middleton,7.724247814786984,Ipswich,1989,81012.0,366,x_hh_income
Merrimac-North Andover,7.740175664835019,Merrimac,1989,78814.0,367,x_hh_income
Beverly-Lynnfield,7.932323713286167,Beverly,1989,75693.0,368,x_hh_income
Newburyport-Georgetown,7.985919998287651,Newburyport,1989,73810.0,369,x_hh_income
Saugus-Marblehead,8.109540994969315,Saugus,1989,80119.0,370,x_hh_income
Marblehead-Manchester,8.114360343705243,Marblehead,1989,101935.0,371,x_hh_income
Lawrence-Georgetown,8.367780755084983,Lawrence,1989,42398.0,372,x_hh_income
Danvers-Manchester,8.406932757250539,Danvers,1989,83636.0,373,x_hh_income
Danvers-Ipswich,8.419675912179603,Danvers,1989,83636.0,374,x_hh_income
Ipswich-Manchester,8.526754212020727,Ipswich,1989,81012.0,375,x_hh_income
Peabody-Hamilton,8.6667657317385,Peabody,1989,76069.0,376,x_hh_income
Beverly-Ipswich,8.687484950177778,Beverly,1989,75693.0,377,x_hh_income
Newbury-Hamilton,8.708197936264018,Newbury,1989,84227.0,378,x_hh_income
Methuen-Groveland,8.742235481874381,Methuen,1989,72058.0,379,x_hh_income
Rowley-Topsfield,8.781965738283064,Rowley,1989,91679.0,380,x_hh_income
Gloucester-Hamilton,8.789220302849722,Gloucester,1989,62480.0,381,x_hh_income
Ipswich-Newburyport,8.794455982710373,Ipswich,1989,81012.0,382,x_hh_income
Salem-Middleton,8.816292246351624,Salem,1989,62394.0,383,x_hh_income
North Andover-Middleton,8.861898890882394,North Andover,1989,98798.0,384,x_hh_income
Marblehead-Lynnfield,8.946003625179499,Marblehead,1989,101935.0,385,x_hh_income
Amesbury-Georgetown,9.053987393332404,Amesbury,1989,72417.0,386,x_hh_income
Salem-Hamilton,9.056235129047684,Salem,1989,62394.0,387,x_hh_income
Salem-Manchester,9.064067512897635,Salem,1989,62394.0,388,x_hh_income
Lawrence-Groveland,9.218136735579188,Lawrence,1989,42398.0,389,x_hh_income
Haverhill-Andover,9.313462010627669,Haverhill,1989,70613.0,390,x_hh_income
Rockport-Manchester,9.32182162171862,Rockport,1989,67268.0,391,x_hh_income
Andover-Boxford,9.39963004524344,Andover,1989,116723.0,392,x_hh_income
Methuen-Georgetown,9.416447742331538,Methuen,1989,72058.0,393,x_hh_income
Haverhill-Amesbury,9.432995428782732,Haverhill,1989,70613.0,394,x_hh_income
Marblehead-Hamilton,9.476531826064932,Marblehead,1989,101935.0,395,x_hh_income
Saugus-Danvers,9.57372625400376,Saugus,1989,80119.0,396,x_hh_income
Hamilton-Georgetown,9.644274943153622,Hamilton,1989,93972.0,397,x_hh_income
Lawrence-Middleton,9.746248479830118,Lawrence,1989,42398.0,398,x_hh_income
Andover-Georgetown,9.747505053932809,Andover,1989,116723.0,399,x_hh_income
Haverhill-Salisbury,10.109357689480698,Haverhill,1989,70613.0,400,x_hh_income
Beverly-Saugus,10.167938912426532,Beverly,1989,75693.0,401,x_hh_income
Danvers-Georgetown,10.201636133036132,Danvers,1989,83636.0,402,x_hh_income
Andover-Lynnfield,10.264085646401904,Andover,1989,116723.0,403,x_hh_income
Gloucester-Ipswich,10.286158546833445,Gloucester,1989,62480.0,404,x_hh_income
Lynn-Boxford,10.36432465025636,Lynn,1989,54573.0,405,x_hh_income
Swampscott-Topsfield,10.457407210268777,Swampscott,1989,95930.0,406,x_hh_income
Ipswich-Groveland,10.50318592490948,Ipswich,1989,81012.0,407,x_hh_income
North Andover-Rowley,10.595961011815945,North Andover,1989,98798.0,408,x_hh_income
Swampscott-Manchester,10.59850211551116,Swampscott,1989,95930.0,409,x_hh_income
Marblehead-Topsfield,10.634881963318213,Marblehead,1989,101935.0,410,x_hh_income
Peabody-Manchester,10.89742855278487,Peabody,1989,76069.0,411,x_hh_income
Gloucester-Beverly,10.9558361024831,Gloucester,1989,62480.0,412,x_hh_income
Swampscott-Hamilton,10.979043471364784,Swampscott,1989,95930.0,413,x_hh_income
Manchester-Boxford,11.062451325444878,,1989,,414,x_hh_income
Merrimac-Middleton,11.088968260199872,Merrimac,1989,78814.0,415,x_hh_income
Danvers-Newbury,11.227650685583374,Danvers,1989,83636.0,416,x_hh_income
Hamilton-Lynnfield,11.276499284588269,Hamilton,1989,93972.0,417,x_hh_income
Andover-Groveland,11.297377400068251,Andover,1989,116723.0,418,x_hh_income
Haverhill-Newburyport,11.334324255299892,Haverhill,1989,70613.0,419,x_hh_income
Saugus-Boxford,11.577205900611634,Saugus,1989,80119.0,420,x_hh_income
Lynn-Hamilton,11.58051109203177,Lynn,1989,54573.0,421,x_hh_income
Lynn-Manchester,11.605556675732252,Lynn,1989,54573.0,422,x_hh_income
Peabody-Ipswich,11.758579459620153,Peabody,1989,76069.0,423,x_hh_income
North Andover-Lynnfield,11.938911532163392,North Andover,1989,98798.0,424,x_hh_income
Lawrence-Lynnfield,11.95438781934023,Lawrence,1989,42398.0,425,x_hh_income
Peabody-Andover,12.063527257128282,Peabody,1989,76069.0,426,x_hh_income
Amesbury-Ipswich,12.148935466625495,Amesbury,1989,72417.0,427,x_hh_income
Lawrence-Rowley,12.169708775426864,Lawrence,1989,42398.0,428,x_hh_income
Rockport-Hamilton,12.217801923766386,Rockport,1989,67268.0,429,x_hh_income
Beverly-Georgetown,12.234465974400331,Beverly,1989,75693.0,430,x_hh_income
Peabody-Georgetown,12.41794498133533,Peabody,1989,76069.0,431,x_hh_income
Methuen-Topsfield,12.442101289657243,Methuen,1989,72058.0,432,x_hh_income
Danvers-North Andover,12.472701117800066,Danvers,1989,83636.0,433,x_hh_income
Danvers-Andover,12.515988078045464,Danvers,1989,83636.0,434,x_hh_income
Rockport-Ipswich,12.51727943650737,Rockport,1989,67268.0,435,x_hh_income
Beverly-Newbury,12.52232559194136,Beverly,1989,75693.0,436,x_hh_income
Newburyport-Hamilton,12.895687904682754,Newburyport,1989,73810.0,437,x_hh_income
Gloucester-Marblehead,12.899264511038684,Gloucester,1989,62480.0,438,x_hh_income
Salem-Ipswich,12.964355516829128,Salem,1989,62394.0,439,x_hh_income
Methuen-Newbury,12.969386349249572,Methuen,1989,72058.0,440,x_hh_income
Peabody-North Andover,12.983646178047747,Peabody,1989,76069.0,441,x_hh_income
Georgetown-Lynnfield,13.00013446141318,Georgetown,1989,85742.0,442,x_hh_income
Haverhill-Middleton,13.045684163488096,Haverhill,1989,70613.0,443,x_hh_income
Gloucester-Danvers,13.162132013870128,Gloucester,1989,62480.0,444,x_hh_income
Lawrence-Danvers,13.219430987655702,Lawrence,1989,42398.0,445,x_hh_income
Lawrence-Peabody,13.34602148618582,Lawrence,1989,42398.0,446,x_hh_income
Ipswich-North Andover,13.514457314090834,Ipswich,1989,81012.0,447,x_hh_income
Andover-Rowley,13.542872599968398,Andover,1989,116723.0,448,x_hh_income
Newbury-Manchester,13.555635495860168,Newbury,1989,84227.0,449,x_hh_income
Groveland-Hamilton,13.56794630071523,Groveland,1989,92413.0,450,x_hh_income
Ipswich-Marblehead,13.58268546146308,Ipswich,1989,81012.0,451,x_hh_income
Amesbury-North Andover,13.642329098655866,Amesbury,1989,72417.0,452,x_hh_income
Newburyport-Boxford,13.787627617280872,Newburyport,1989,73810.0,453,x_hh_income
Ipswich-Lynnfield,13.8728960493289,Ipswich,1989,81012.0,454,x_hh_income
Lynnfield-Manchester,13.902776957218602,Lynnfield,1989,111927.0,455,x_hh_income
North Andover-Newburyport,14.04076001068662,North Andover,1989,98798.0,456,x_hh_income
Salem-Gloucester,14.081055789442749,Salem,1989,62394.0,457,x_hh_income
Peabody-Newbury,14.101567271065784,Peabody,1989,76069.0,458,x_hh_income
Methuen-Amesbury,14.19260795563816,Methuen,1989,72058.0,459,x_hh_income
Merrimac-Danvers,14.486994630142885,Merrimac,1989,78814.0,460,x_hh_income
North Andover-Hamilton,14.529339262337508,North Andover,1989,98798.0,461,x_hh_income
Saugus-Hamilton,14.6134452953004,Saugus,1989,80119.0,462,x_hh_income
Haverhill-Ipswich,14.669865718574146,Haverhill,1989,70613.0,463,x_hh_income
Georgetown-Manchester,14.883813332484069,Georgetown,1989,85742.0,464,x_hh_income
Ipswich-Swampscott,14.900666267532348,Ipswich,1989,81012.0,465,x_hh_income
Lawrence-Ipswich,14.938465774524616,Lawrence,1989,42398.0,466,x_hh_income
Beverly-Rockport,15.074415061446627,Beverly,1989,75693.0,467,x_hh_income
Lawrence-Amesbury,15.087670934599409,Lawrence,1989,42398.0,468,x_hh_income
Methuen-Lynnfield,15.14039062640831,Methuen,1989,72058.0,469,x_hh_income
Saugus-Andover,15.162806374607642,Saugus,1989,80119.0,470,x_hh_income
Gloucester-Salisbury,15.183458969627928,Gloucester,1989,62480.0,471,x_hh_income
Beverly-North Andover,15.202946214049929,Beverly,1989,75693.0,472,x_hh_income
Gloucester-Boxford,15.254370502270476,Gloucester,1989,62480.0,473,x_hh_income
Beverly-Andover,15.336875510225218,Beverly,1989,75693.0,474,x_hh_income
Rowley-Lynnfield,15.362293556244408,Rowley,1989,91679.0,475,x_hh_income
Lynn-Ipswich,15.380850893825723,Lynn,1989,54573.0,476,x_hh_income
Methuen-Newburyport,15.49621321495254,Methuen,1989,72058.0,477,x_hh_income
Saugus-Manchester,15.506799112025297,Saugus,1989,80119.0,478,x_hh_income
Gloucester-Swampscott,15.517247717133625,Gloucester,1989,62480.0,479,x_hh_income
Salem-Georgetown,15.519365983947756,Salem,1989,62394.0,480,x_hh_income
Lawrence-Newburyport,15.606260090799044,Lawrence,1989,42398.0,481,x_hh_income
Ipswich-Andover,15.619722899199228,Ipswich,1989,81012.0,482,x_hh_income
Lawrence-Hamilton,15.70856348237175,Lawrence,1989,42398.0,483,x_hh_income
Amesbury-Middleton,15.72378249702108,Amesbury,1989,72417.0,484,x_hh_income
Andover-Hamilton,15.758343218532286,Andover,1989,116723.0,485,x_hh_income
Gloucester-Peabody,15.890522696154266,Gloucester,1989,62480.0,486,x_hh_income
Lawrence-Beverly,16.00590447862675,Lawrence,1989,42398.0,487,x_hh_income
Methuen-Danvers,16.053745356476842,Methuen,1989,72058.0,488,x_hh_income
Amesbury-Hamilton,16.097453923288366,Amesbury,1989,72417.0,489,x_hh_income
Danvers-Newburyport,16.133658382863327,Danvers,1989,83636.0,490,x_hh_income
Salem-Andover,16.204989390768823,Salem,1989,62394.0,491,x_hh_income
Salem-Newbury,16.43744294243522,Salem,1989,62394.0,492,x_hh_income
Peabody-Methuen,16.439975632764526,Peabody,1989,76069.0,493,x_hh_income
Lynn-Andover,16.481500340819096,Lynn,1989,54573.0,494,x_hh_income
Beverly-Groveland,16.495403844308367,Beverly,1989,75693.0,495,x_hh_income
Methuen-Ipswich,16.565586663887842,Methuen,1989,72058.0,496,x_hh_income
Lynn-Gloucester,16.5739121803416,Lynn,1989,54573.0,497,x_hh_income
Peabody-Groveland,16.58896113190994,Peabody,1989,76069.0,498,x_hh_income
Haverhill-Danvers,16.742845521517314,Haverhill,1989,70613.0,499,x_hh_income
Rockport-Newbury,16.829522160879524,Rockport,1989,67268.0,500,x_hh_income
Groveland-Lynnfield,16.880364255363606,Groveland,1989,92413.0,501,x_hh_income
Salem-North Andover,16.994939653374267,Salem,1989,62394.0,502,x_hh_income
Rockport-Danvers,17.068055413321378,Rockport,1989,67268.0,503,x_hh_income
Marblehead-Georgetown,17.078385759064822,Marblehead,1989,101935.0,504,x_hh_income
Newburyport-Manchester,17.092291070744253,Newburyport,1989,73810.0,505,x_hh_income
Lawrence-Saugus,17.09637317499067,Lawrence,1989,42398.0,506,x_hh_income
Haverhill-Hamilton,17.117663719384304,Haverhill,1989,70613.0,507,x_hh_income
Andover-Swampscott,17.159933115955244,Andover,1989,116723.0,508,x_hh_income
Beverly-Newburyport,17.162864608528,Beverly,1989,75693.0,509,x_hh_income
Amesbury-Andover,17.210854155649013,Amesbury,1989,72417.0,510,x_hh_income
Rockport-Marblehead,17.214476041323557,Rockport,1989,67268.0,511,x_hh_income
Lynn-Georgetown,17.229769197983277,Lynn,1989,54573.0,512,x_hh_income
Saugus-North Andover,17.24339387979217,Saugus,1989,80119.0,513,x_hh_income
Swampscott-Georgetown,17.25751644148076,Swampscott,1989,95930.0,514,x_hh_income
Andover-Newburyport,17.403607755179664,Andover,1989,116723.0,515,x_hh_income
Gloucester-Newburyport,17.439456653732286,Gloucester,1989,62480.0,516,x_hh_income
Lawrence-Salem,17.441359298529775,Lawrence,1989,42398.0,517,x_hh_income
Gloucester-Georgetown,17.51726905403272,Gloucester,1989,62480.0,518,x_hh_income
Haverhill-Lynnfield,17.549864906635467,Haverhill,1989,70613.0,519,x_hh_income
Salisbury-Marblehead,17.559301459631794,Salisbury,1989,68193.0,520,x_hh_income
Lynn-North Andover,17.793342757604016,Lynn,1989,54573.0,521,x_hh_income
Rockport-Newburyport,17.911944205966048,Rockport,1989,67268.0,522,x_hh_income
Methuen-Hamilton,17.956172618128836,Methuen,1989,72058.0,523,x_hh_income
Saugus-Ipswich,17.993398810778938,Saugus,1989,80119.0,524,x_hh_income
Lawrence-Lynn,18.016548938946595,Lawrence,1989,42398.0,525,x_hh_income
Haverhill-Peabody,18.069702789019665,Haverhill,1989,70613.0,526,x_hh_income
North Andover-Swampscott,18.268783059518945,North Andover,1989,98798.0,527,x_hh_income
Saugus-Georgetown,18.28075555882961,Saugus,1989,80119.0,528,x_hh_income
Newbury-Swampscott,18.31949668550949,Newbury,1989,84227.0,529,x_hh_income
Salem-Rockport,18.37551040891196,Salem,1989,62394.0,530,x_hh_income
Andover-Marblehead,18.48502227795016,Andover,1989,116723.0,531,x_hh_income
Lynn-Newbury,18.534331766607817,Lynn,1989,54573.0,532,x_hh_income
Lawrence-Swampscott,18.584554664701063,Lawrence,1989,42398.0,533,x_hh_income
Amesbury-Danvers,18.594489097577085,Amesbury,1989,72417.0,534,x_hh_income
Groveland-Manchester,18.708926594679557,Groveland,1989,92413.0,535,x_hh_income
Rockport-Boxford,18.711609389647226,Rockport,1989,67268.0,536,x_hh_income
Methuen-Beverly,18.785638006009563,Methuen,1989,72058.0,537,x_hh_income
Gloucester-Lynnfield,18.87052226289195,Gloucester,1989,62480.0,538,x_hh_income
Peabody-Newburyport,19.090854751609864,Peabody,1989,76069.0,539,x_hh_income
North Andover-Marblehead,19.10744090093772,North Andover,1989,98798.0,540,x_hh_income
Haverhill-Beverly,19.17226391554763,Haverhill,1989,70613.0,541,x_hh_income
North Andover-Manchester,19.60006908182719,North Andover,1989,98798.0,542,x_hh_income
Lawrence-Marblehead,19.63388197068381,Lawrence,1989,42398.0,543,x_hh_income
Rockport-Georgetown,19.77429283323797,Rockport,1989,67268.0,544,x_hh_income
Salem-Merrimac,19.79855980776882,Salem,1989,62394.0,545,x_hh_income
Rockport-Swampscott,19.832944954636584,Rockport,1989,67268.0,546,x_hh_income
Peabody-Rockport,19.98039290805461,Peabody,1989,76069.0,547,x_hh_income
Beverly-Amesbury,20.02087689393048,Beverly,1989,75693.0,548,x_hh_income
Methuen-Saugus,20.282260549932783,Methuen,1989,72058.0,549,x_hh_income
Salisbury-Saugus,20.307828831078293,Salisbury,1989,68193.0,550,x_hh_income
Newburyport-Lynnfield,20.356616448714604,Newburyport,1989,73810.0,551,x_hh_income
Andover-Manchester,20.460129563002276,Andover,1989,116723.0,552,x_hh_income
Salem-Methuen,20.498835495217957,Salem,1989,62394.0,553,x_hh_income
Gloucester-Saugus,20.54127361270812,Gloucester,1989,62480.0,554,x_hh_income
Amesbury-Manchester,20.6275022248012,Amesbury,1989,72417.0,555,x_hh_income
Lawrence-Manchester,20.681324564641606,Lawrence,1989,42398.0,556,x_hh_income
Gloucester-Merrimac,20.736345367951014,Gloucester,1989,62480.0,557,x_hh_income
Lynn-Rockport,20.8839856108975,Lynn,1989,54573.0,558,x_hh_income
Lynn-Methuen,21.167875343829028,Lynn,1989,54573.0,559,x_hh_income
Peabody-Amesbury,21.238386179045992,Peabody,1989,76069.0,560,x_hh_income
Salem-Newburyport,21.242177897894187,Salem,1989,62394.0,561,x_hh_income
Gloucester-Amesbury,21.26372255824968,Gloucester,1989,62480.0,562,x_hh_income
Groveland-Marblehead,21.36451126434109,Groveland,1989,92413.0,563,x_hh_income
Lynn-Merrimac,21.4528307283514,Lynn,1989,54573.0,564,x_hh_income
Groveland-Swampscott,21.51867720344836,Groveland,1989,92413.0,565,x_hh_income
Methuen-Swampscott,21.70454772517829,Methuen,1989,72058.0,566,x_hh_income
Amesbury-Rockport,21.77235614252541,Amesbury,1989,72417.0,567,x_hh_income
Salem-Haverhill,21.799231471755373,Salem,1989,62394.0,568,x_hh_income
Amesbury-Lynnfield,22.042808363077896,Amesbury,1989,72417.0,569,x_hh_income
Newburyport-Marblehead,22.178447256449367,Newburyport,1989,73810.0,570,x_hh_income
Saugus-Groveland,22.26165384218731,Saugus,1989,80119.0,571,x_hh_income
Haverhill-Manchester,22.36945438661742,Haverhill,1989,70613.0,572,x_hh_income
Rockport-Groveland,22.392578038158675,Rockport,1989,67268.0,573,x_hh_income
Methuen-Marblehead,22.64541588297923,Methuen,1989,72058.0,574,x_hh_income
Rockport-Lynnfield,22.91466328343544,Rockport,1989,67268.0,575,x_hh_income
Haverhill-Saugus,22.955894710502044,Haverhill,1989,70613.0,576,x_hh_income
Lynn-Haverhill,23.0026220104014,Lynn,1989,54573.0,577,x_hh_income
Methuen-Manchester,23.089600480819158,Methuen,1989,72058.0,578,x_hh_income
Newburyport-Swampscott,23.15133451011449,Newburyport,1989,73810.0,579,x_hh_income
Gloucester-North Andover,23.172294105998617,Gloucester,1989,62480.0,580,x_hh_income
Haverhill-Swampscott,23.30482078720043,Haverhill,1989,70613.0,581,x_hh_income
Lynn-Newburyport,23.432829441197484,Lynn,1989,54573.0,582,x_hh_income
Haverhill-Marblehead,23.68056099428028,Haverhill,1989,70613.0,583,x_hh_income
Salem-Amesbury,23.871491956767866,Salem,1989,62394.0,584,x_hh_income
Lawrence-Gloucester,24.42470131212901,Lawrence,1989,42398.0,585,x_hh_income
Gloucester-Andover,24.547384939302,Gloucester,1989,62480.0,586,x_hh_income
Rockport-Saugus,24.827248081289227,Rockport,1989,67268.0,587,x_hh_income
Haverhill-Gloucester,24.95035273715314,Haverhill,1989,70613.0,588,x_hh_income
Amesbury-Marblehead,25.056378726242865,Amesbury,1989,72417.0,589,x_hh_income
Saugus-Newburyport,25.312493514949253,Saugus,1989,80119.0,590,x_hh_income
Amesbury-Swampscott,25.72700610367984,Amesbury,1989,72417.0,591,x_hh_income
Lynn-Amesbury,25.86689109358219,Lynn,1989,54573.0,592,x_hh_income
Rockport-North Andover,25.970085084054105,Rockport,1989,67268.0,593,x_hh_income
Gloucester-Methuen,26.487426371561423,Gloucester,1989,62480.0,594,x_hh_income
Haverhill-Rockport,26.915489928836628,Haverhill,1989,70613.0,595,x_hh_income
Amesbury-Saugus,27.268306509975,Amesbury,1989,72417.0,596,x_hh_income
Lawrence-Rockport,27.33693396290136,Lawrence,1989,42398.0,597,x_hh_income
Rockport-Andover,27.740646256643792,Rockport,1989,67268.0,598,x_hh_income
Methuen-Rockport,29.08233974307388,Methuen,1989,72058.0,599,x_hh_income
Lynn-Swampscott,1.196055302079143,Lynn,1999,53153.0,600,x_hh_income
Lawrence-North Andover,1.5855866438822594,Lawrence,1999,39808.0,601,x_hh_income
Salem-Swampscott,1.9363245470077504,Salem,1999,62640.0,602,x_hh_income
Salem-Marblehead,2.361965084725948,Salem,1999,62640.0,603,x_hh_income
Lawrence-Andover,2.4075788470636974,Lawrence,1999,39808.0,604,x_hh_income
Lynn-Salem,2.620759071282193,Lynn,1999,53153.0,605,x_hh_income
