distance_mi,2019_x,2019_y,town_low,town_high,rank,town_ num_x,town_x,mi-una-1979_x,mi-una-1989_x,mi-una-1999_x,mi-una-2006-10_x,mi-una-2011-15_x,1979_x,1989_x,1999_x,2009_x,2015_x,mi-una-1989.1_x,mi-una-1999.1_x,mi-una-2006-10.1_x,mi-una-2011-15.1_x,ch-una-1979-1989_x,ch-una-1989-1999_x,ch-una-1999-2010_x,ch-una-2010-2015_x,ch-pct-1979-1989_x,ch-pct-1989-1999_x,ch-pct-1999-2010_x,ch-pct-2010-2015_x,town_ num_y,town_y,mi-una-1979_y,mi-una-1989_y,mi-una-1999_y,mi-una-2006-10_y,mi-una-2011-15_y,1979_y,1989_y,1999_y,2009_y,2015_y,mi-una-1989.1_y,mi-una-1999.1_y,mi-una-2006-10.1_y,mi-una-2011-15.1_y,ch-una-1979-1989_y,ch-una-1989-1999_y,ch-una-1999-2010_y,ch-una-2010-2015_y,ch-pct-1979-1989_y,ch-pct-1989-1999_y,ch-pct-1999-2010_y,ch-pct-2010-2015_y,school_to_school
5.06495176646527,72574,148854,Gloucester,Manchester,30,107.0,Gloucester,15642.0,32690.0,47722.0,60506.0,61505.0,51063.0,62480.0,67888.0,65749.0,61505.0,62480.0,67888.0,65749.0,61505.0,17048.0,15032.0,12784.0,999.0,1.09,0.46,0.268,0.017,,,,,,,,,,,,,,,,,,,,,,,,,Gloucester-Manchester
5.0819856969992605,93212,101875,Ipswich,Newbury,31,144.0,Ipswich,20640.0,42386.0,57284.0,80816.0,76458.0,67379.0,81012.0,81490.0,87819.0,76458.0,81012.0,81490.0,87819.0,76458.0,21746.0,14898.0,23532.0,-4358.0,1.054,0.351,0.411,-0.054,205.0,Newbury,21036.0,44068.0,74836.0,91052.0,91168.0,68671.0,84227.0,106459.0,98942.0,91168.0,84227.0,106459.0,98942.0,91168.0,23032.0,30768.0,16216.0,116.0,1.095,0.698,0.217,0.001,Ipswich-Newbury
5.254430247077268,127813,148854,Hamilton,Manchester,32,119.0,Hamilton,26123.0,49167.0,72000.0,99732.0,109500.0,85278.0,93972.0,102425.0,108375.0,109500.0,93972.0,102425.0,108375.0,109500.0,23044.0,22833.0,27732.0,9768.0,0.882,0.464,0.385,0.098,,,,,,,,,,,,,,,,,,,,,,,,,Hamilton-Manchester
5.289150594497587,73217,113407,Peabody,Swampscott,33,229.0,Peabody,20687.0,39800.0,54829.0,65515.0,60596.0,67532.0,76069.0,77998.0,71192.0,60596.0,76069.0,77998.0,71192.0,60596.0,19113.0,15029.0,10686.0,-4919.0,0.924,0.378,0.195,-0.075,291.0,Swampscott,24065.0,50191.0,71089.0,90763.0,98612.0,78559.0,95930.0,101129.0,98628.0,98612.0,95930.0,101129.0,98628.0,98612.0,26126.0,20898.0,19674.0,7849.0,1.086,0.416,0.277,0.086,Peabody-Swampscott
5.306090018823177,77484,95600,Methuen,Andover,34,181.0,Methuen,18946.0,37701.0,49627.0,61822.0,71392.0,61849.0,72058.0,70598.0,67179.0,71392.0,72058.0,70598.0,67179.0,71392.0,18755.0,11926.0,12195.0,9570.0,0.99,0.316,0.246,0.155,9.0,Andover,27256.0,61070.0,87683.0,111002.0,129082.0,88976.0,116723.0,124735.0,120621.0,129082.0,116723.0,124735.0,120621.0,129082.0,33814.0,26613.0,23319.0,18080.0,1.241,0.436,0.266,0.163,Methuen-Andover
5.330710306255406,68808,89250,Salem,Danvers,35,258.0,Salem,15150.0,32645.0,44033.0,56979.0,60690.0,49457.0,62394.0,62640.0,61917.0,60690.0,62394.0,62640.0,61917.0,60690.0,17495.0,11388.0,12946.0,3711.0,1.155,0.349,0.294,0.065,71.0,Danvers,21903.0,43759.0,58779.0,75310.0,77949.0,71502.0,83636.0,83617.0,81836.0,77949.0,83636.0,83617.0,81836.0,77949.0,21856.0,15020.0,16531.0,2639.0,0.998,0.343,0.281,0.035,Salem-Danvers
5.335146344153019,89250,127813,Danvers,Hamilton,36,71.0,Danvers,21903.0,43759.0,58779.0,75310.0,77949.0,71502.0,83636.0,83617.0,81836.0,77949.0,83636.0,83617.0,81836.0,77949.0,21856.0,15020.0,16531.0,2639.0,0.998,0.343,0.281,0.035,119.0,Hamilton,26123.0,49167.0,72000.0,99732.0,109500.0,85278.0,93972.0,102425.0,108375.0,109500.0,93972.0,102425.0,108375.0,109500.0,23044.0,22833.0,27732.0,9768.0,0.882,0.464,0.385,0.098,Danvers-Hamilton
5.349151489056062,88667,113407,Saugus,Swampscott,37,262.0,Saugus,21325.0,41919.0,55301.0,71023.0,77371.0,69615.0,80119.0,78669.0,77178.0,77371.0,80119.0,78669.0,77178.0,77371.0,20594.0,13382.0,15722.0,6348.0,0.966,0.319,0.284,0.089,291.0,Swampscott,24065.0,50191.0,71089.0,90763.0,98612.0,78559.0,95930.0,101129.0,98628.0,98612.0,95930.0,101129.0,98628.0,98612.0,26126.0,20898.0,19674.0,7849.0,1.086,0.416,0.277,0.086,Saugus-Swampscott
5.433577113105851,88667,128641,Saugus,Lynnfield,38,262.0,Saugus,21325.0,41919.0,55301.0,71023.0,77371.0,69615.0,80119.0,78669.0,77178.0,77371.0,80119.0,78669.0,77178.0,77371.0,20594.0,13382.0,15722.0,6348.0,0.966,0.319,0.284,0.089,164.0,Lynnfield,31109.0,58561.0,80626.0,87590.0,118828.0,101554.0,111927.0,114696.0,95180.0,118828.0,111927.0,114696.0,95180.0,118828.0,27452.0,22065.0,6964.0,31238.0,0.882,0.377,0.086,0.357,Saugus-Lynnfield
5.5454252943224684,73217,125204,Peabody,Middleton,39,229.0,Peabody,20687.0,39800.0,54829.0,65515.0,60596.0,67532.0,76069.0,77998.0,71192.0,60596.0,76069.0,77998.0,71192.0,60596.0,19113.0,15029.0,10686.0,-4919.0,0.924,0.378,0.195,-0.075,184.0,Middleton,21349.0,46096.0,81395.0,87728.0,108622.0,69693.0,88103.0,115790.0,95330.0,108622.0,88103.0,115790.0,95330.0,108622.0,24747.0,35299.0,6333.0,20894.0,1.159,0.766,0.078,0.238,Peabody-Middleton
