lat1,lon1,lat2,lon2,,
42.564813,-70.881187,42.544562,-70.974187,,
42.564813,-70.881187,42.652187,-70.609562,,
42.564813,-70.881187,42.744187,-70.916438,,
42.564813,-70.881187,42.506312,-70.911563,,
42.564813,-70.881187,42.744187,-70.916438,,
42.564813,-70.881187,42.460813,-71.022437,,
42.564813,-70.881187,42.479062,-70.920438,,
42.564813,-70.881187,42.624813,-70.975813,,
42.564813,-70.881187,42.628687,-70.847813,,
42.564813,-70.881187,42.782938,-71.013188,,
42.564813,-70.881187,42.851062,-70.942437,,
42.564813,-70.881187,42.657187,-71.155438,,
42.624813,-70.975813,42.582062,-70.931438,,
42.624813,-70.975813,42.582062,-70.766188,,
42.624813,-70.975813,42.724063,-70.986438,,
42.624813,-70.975813,42.613438,-70.676187,,
42.624813,-70.975813,42.782938,-71.013188,,
42.624813,-70.975813,42.628687,-70.847813,,
42.624813,-70.975813,42.688563,-70.850938,,
42.624813,-70.975813,42.691187,-71.145062,,
42.624813,-70.975813,42.476687,-70.943687,,
42.624813,-70.975813,42.539063,-71.033062,,
42.624813,-70.975813,42.582062,-70.766188,,
42.624813,-70.975813,42.492438,-70.869187,,
42.624813,-70.975813,42.782938,-71.013188,,
42.624813,-70.975813,42.733063,-71.171563,,
42.624813,-70.975813,42.624813,-70.975813,,
42.624813,-70.975813,42.479062,-70.920438,,
42.624813,-70.975813,42.744187,-70.916438,,
42.624813,-70.975813,42.813187,-70.886188,,
42.624813,-70.975813,42.700563,-71.116563,,
42.624813,-70.975813,42.544562,-70.974187,,
42.624813,-70.975813,42.652187,-70.609562,,
42.624813,-70.975813,42.744187,-70.916438,,
42.624813,-70.975813,42.506312,-70.911563,,
42.624813,-70.975813,42.744187,-70.916438,,
42.624813,-70.975813,42.460813,-71.022437,,
42.624813,-70.975813,42.479062,-70.920438,,
42.624813,-70.975813,42.624813,-70.975813,,
42.624813,-70.975813,42.628687,-70.847813,,
42.624813,-70.975813,42.782938,-71.013188,,
42.624813,-70.975813,42.851062,-70.942437,,
42.624813,-70.975813,42.657187,-71.155438,,
42.624813,-70.975813,42.564813,-70.881187,,
42.582062,-70.931438,42.582062,-70.766188,,
42.582062,-70.931438,42.724063,-70.986438,,
42.582062,-70.931438,42.613438,-70.676187,,
42.582062,-70.931438,42.782938,-71.013188,,
42.582062,-70.931438,42.628687,-70.847813,,
42.582062,-70.931438,42.787188,-71.106938,,
42.582062,-70.931438,42.691187,-71.145062,,
42.582062,-70.931438,42.476687,-70.943687,,
42.582062,-70.931438,42.539063,-71.033062,,
42.582062,-70.931438,42.582062,-70.766188,,
42.582062,-70.931438,42.492438,-70.869187,,
42.582062,-70.931438,42.782938,-71.013188,,
42.582062,-70.931438,42.733063,-71.171563,,
42.582062,-70.931438,42.624813,-70.975813,,
42.582062,-70.931438,42.479062,-70.920438,,
42.582062,-70.931438,42.744187,-70.916438,,
42.582062,-70.931438,42.813187,-70.886188,,
42.582062,-70.931438,42.700563,-71.116563,,
42.582062,-70.931438,42.544562,-70.974187,,
42.582062,-70.931438,42.652187,-70.609562,,
42.582062,-70.931438,42.744187,-70.916438,,
42.582062,-70.931438,42.506312,-70.911563,,
42.582062,-70.931438,42.744187,-70.916438,,
42.582062,-70.931438,42.460813,-71.022437,,
42.582062,-70.931438,42.479062,-70.920438,,
42.582062,-70.931438,42.624813,-70.975813,,
42.582062,-70.931438,42.628687,-70.847813,,
42.582062,-70.931438,42.782938,-71.013188,,
42.582062,-70.931438,42.851062,-70.942437,,
42.582062,-70.931438,42.657187,-71.155438,,
42.582062,-70.931438,42.564813,-70.881187,,
42.582062,-70.931438,42.624813,-70.975813,,
42.582062,-70.766188,42.724063,-70.986438,,
42.582062,-70.766188,42.613438,-70.676187,,
42.582062,-70.766188,42.782938,-71.013188,,
42.582062,-70.766188,42.628687,-70.847813,,
42.582062,-70.766188,42.787188,-71.106938,,
42.582062,-70.766188,42.688563,-70.850938,,
42.582062,-70.766188,42.476687,-70.943687,,
42.582062,-70.766188,42.539063,-71.033062,,
42.582062,-70.766188,42.582062,-70.766188,,
42.582062,-70.766188,42.492438,-70.869187,,
42.582062,-70.766188,42.782938,-71.013188,,
42.582062,-70.766188,42.733063,-71.171563,,
42.582062,-70.766188,42.624813,-70.975813,,
42.582062,-70.766188,42.479062,-70.920438,,
42.582062,-70.766188,42.744187,-70.916438,,
42.582062,-70.766188,42.813187,-70.886188,,
42.582062,-70.766188,42.700563,-71.116563,,
42.582062,-70.766188,42.544562,-70.974187,,
42.582062,-70.766188,42.652187,-70.609562,,
42.582062,-70.766188,42.744187,-70.916438,,
42.582062,-70.766188,42.506312,-70.911563,,
42.582062,-70.766188,42.744187,-70.916438,,
42.582062,-70.766188,42.460813,-71.022437,,
42.582062,-70.766188,42.479062,-70.920438,,
42.582062,-70.766188,42.624813,-70.975813,,
42.582062,-70.766188,42.628687,-70.847813,,
42.582062,-70.766188,42.782938,-71.013188,,
42.582062,-70.766188,42.851062,-70.942437,,
42.582062,-70.766188,42.657187,-71.155438,,
42.582062,-70.766188,42.564813,-70.881187,,
42.582062,-70.766188,42.624813,-70.975813,,
42.582062,-70.766188,42.582062,-70.931438,,
42.724063,-70.986438,42.613438,-70.676187,,
42.724063,-70.986438,42.782938,-71.013188,,
42.724063,-70.986438,42.628687,-70.847813,,
42.724063,-70.986438,42.787188,-71.106938,,
42.724063,-70.986438,42.688563,-70.850938,,
42.724063,-70.986438,42.691187,-71.145062,,
42.724063,-70.986438,42.539063,-71.033062,,
42.724063,-70.986438,42.582062,-70.766188,,
42.724063,-70.986438,42.492438,-70.869187,,
42.724063,-70.986438,42.782938,-71.013188,,
42.724063,-70.986438,42.733063,-71.171563,,
42.724063,-70.986438,42.624813,-70.975813,,
42.724063,-70.986438,42.479062,-70.920438,,
42.724063,-70.986438,42.744187,-70.916438,,
42.724063,-70.986438,42.813187,-70.886188,,
42.724063,-70.986438,42.700563,-71.116563,,
42.724063,-70.986438,42.544562,-70.974187,,
42.724063,-70.986438,42.652187,-70.609562,,
42.724063,-70.986438,42.744187,-70.916438,,
42.724063,-70.986438,42.506312,-70.911563,,
42.724063,-70.986438,42.744187,-70.916438,,
42.724063,-70.986438,42.460813,-71.022437,,
42.724063,-70.986438,42.479062,-70.920438,,
42.724063,-70.986438,42.624813,-70.975813,,
42.724063,-70.986438,42.628687,-70.847813,,
42.724063,-70.986438,42.782938,-71.013188,,
42.724063,-70.986438,42.851062,-70.942437,,
42.724063,-70.986438,42.657187,-71.155438,,
42.724063,-70.986438,42.564813,-70.881187,,
42.724063,-70.986438,42.624813,-70.975813,,
42.724063,-70.986438,42.582062,-70.931438,,
42.724063,-70.986438,42.582062,-70.766188,,
42.613438,-70.676187,42.782938,-71.013188,,
42.613438,-70.676187,42.628687,-70.847813,,
42.613438,-70.676187,42.787188,-71.106938,,
42.613438,-70.676187,42.688563,-70.850938,,
42.613438,-70.676187,42.691187,-71.145062,,
42.613438,-70.676187,42.476687,-70.943687,,
42.613438,-70.676187,42.582062,-70.766188,,
42.613438,-70.676187,42.492438,-70.869187,,
42.613438,-70.676187,42.782938,-71.013188,,
42.613438,-70.676187,42.733063,-71.171563,,
42.613438,-70.676187,42.624813,-70.975813,,
42.613438,-70.676187,42.479062,-70.920438,,
42.613438,-70.676187,42.744187,-70.916438,,
42.613438,-70.676187,42.813187,-70.886188,,
42.613438,-70.676187,42.700563,-71.116563,,
42.613438,-70.676187,42.544562,-70.974187,,
42.613438,-70.676187,42.652187,-70.609562,,
42.613438,-70.676187,42.744187,-70.916438,,
42.613438,-70.676187,42.506312,-70.911563,,
42.613438,-70.676187,42.744187,-70.916438,,
42.613438,-70.676187,42.460813,-71.022437,,
42.613438,-70.676187,42.479062,-70.920438,,
42.613438,-70.676187,42.624813,-70.975813,,
42.613438,-70.676187,42.628687,-70.847813,,
42.613438,-70.676187,42.782938,-71.013188,,
42.613438,-70.676187,42.851062,-70.942437,,
42.613438,-70.676187,42.657187,-71.155438,,
42.613438,-70.676187,42.564813,-70.881187,,
42.613438,-70.676187,42.624813,-70.975813,,
42.613438,-70.676187,42.582062,-70.931438,,
42.613438,-70.676187,42.582062,-70.766188,,
42.613438,-70.676187,42.724063,-70.986438,,
42.782938,-71.013188,42.628687,-70.847813,,
42.782938,-71.013188,42.787188,-71.106938,,
42.782938,-71.013188,42.688563,-70.850938,,
42.782938,-71.013188,42.691187,-71.145062,,
42.782938,-71.013188,42.476687,-70.943687,,
42.782938,-71.013188,42.539063,-71.033062,,
42.782938,-71.013188,42.492438,-70.869187,,
42.782938,-71.013188,42.782938,-71.013188,,
42.782938,-71.013188,42.733063,-71.171563,,
42.782938,-71.013188,42.624813,-70.975813,,
42.782938,-71.013188,42.479062,-70.920438,,
42.782938,-71.013188,42.744187,-70.916438,,
42.782938,-71.013188,42.813187,-70.886188,,
42.782938,-71.013188,42.700563,-71.116563,,
42.782938,-71.013188,42.544562,-70.974187,,
42.782938,-71.013188,42.652187,-70.609562,,
42.782938,-71.013188,42.744187,-70.916438,,
42.782938,-71.013188,42.506312,-70.911563,,
42.782938,-71.013188,42.744187,-70.916438,,
42.782938,-71.013188,42.460813,-71.022437,,
42.782938,-71.013188,42.479062,-70.920438,,
42.782938,-71.013188,42.624813,-70.975813,,
42.782938,-71.013188,42.628687,-70.847813,,
42.782938,-71.013188,42.782938,-71.013188,,
42.782938,-71.013188,42.851062,-70.942437,,
42.782938,-71.013188,42.657187,-71.155438,,
42.782938,-71.013188,42.564813,-70.881187,,
42.782938,-71.013188,42.624813,-70.975813,,
42.782938,-71.013188,42.582062,-70.931438,,
42.782938,-71.013188,42.582062,-70.766188,,
42.782938,-71.013188,42.724063,-70.986438,,
42.782938,-71.013188,42.613438,-70.676187,,
42.628687,-70.847813,42.787188,-71.106938,,
42.628687,-70.847813,42.688563,-70.850938,,
42.628687,-70.847813,42.691187,-71.145062,,
42.628687,-70.847813,42.476687,-70.943687,,
42.628687,-70.847813,42.539063,-71.033062,,
42.628687,-70.847813,42.582062,-70.766188,,
42.628687,-70.847813,42.782938,-71.013188,,
42.628687,-70.847813,42.733063,-71.171563,,
42.628687,-70.847813,42.624813,-70.975813,,
42.628687,-70.847813,42.479062,-70.920438,,
42.628687,-70.847813,42.744187,-70.916438,,
42.628687,-70.847813,42.813187,-70.886188,,
42.628687,-70.847813,42.700563,-71.116563,,
42.628687,-70.847813,42.544562,-70.974187,,
42.628687,-70.847813,42.652187,-70.609562,,
42.628687,-70.847813,42.744187,-70.916438,,
42.628687,-70.847813,42.506312,-70.911563,,
42.628687,-70.847813,42.744187,-70.916438,,
42.628687,-70.847813,42.460813,-71.022437,,
42.628687,-70.847813,42.479062,-70.920438,,
42.628687,-70.847813,42.624813,-70.975813,,
42.628687,-70.847813,42.628687,-70.847813,,
42.628687,-70.847813,42.782938,-71.013188,,
42.628687,-70.847813,42.851062,-70.942437,,
42.628687,-70.847813,42.657187,-71.155438,,
42.628687,-70.847813,42.564813,-70.881187,,
42.628687,-70.847813,42.624813,-70.975813,,
42.628687,-70.847813,42.582062,-70.931438,,
42.628687,-70.847813,42.582062,-70.766188,,
42.628687,-70.847813,42.724063,-70.986438,,
42.628687,-70.847813,42.613438,-70.676187,,
42.628687,-70.847813,42.782938,-71.013188,,
42.787188,-71.106938,42.688563,-70.850938,,
42.787188,-71.106938,42.691187,-71.145062,,
42.787188,-71.106938,42.476687,-70.943687,,
42.787188,-71.106938,42.539063,-71.033062,,
42.787188,-71.106938,42.582062,-70.766188,,
42.787188,-71.106938,42.492438,-70.869187,,
42.787188,-71.106938,42.733063,-71.171563,,
42.787188,-71.106938,42.624813,-70.975813,,
42.787188,-71.106938,42.479062,-70.920438,,
42.787188,-71.106938,42.744187,-70.916438,,
42.787188,-71.106938,42.813187,-70.886188,,
42.787188,-71.106938,42.700563,-71.116563,,
42.787188,-71.106938,42.544562,-70.974187,,
42.787188,-71.106938,42.652187,-70.609562,,
42.787188,-71.106938,42.744187,-70.916438,,
42.787188,-71.106938,42.506312,-70.911563,,
42.787188,-71.106938,42.744187,-70.916438,,
42.787188,-71.106938,42.460813,-71.022437,,
42.787188,-71.106938,42.479062,-70.920438,,
42.787188,-71.106938,42.624813,-70.975813,,
42.787188,-71.106938,42.628687,-70.847813,,
42.787188,-71.106938,42.782938,-71.013188,,
42.787188,-71.106938,42.851062,-70.942437,,
42.787188,-71.106938,42.657187,-71.155438,,
42.787188,-71.106938,42.564813,-70.881187,,
42.787188,-71.106938,42.624813,-70.975813,,
42.787188,-71.106938,42.582062,-70.931438,,
42.787188,-71.106938,42.582062,-70.766188,,
42.787188,-71.106938,42.724063,-70.986438,,
42.787188,-71.106938,42.613438,-70.676187,,
42.787188,-71.106938,42.782938,-71.013188,,
42.787188,-71.106938,42.628687,-70.847813,,
42.688563,-70.850938,42.691187,-71.145062,,
42.688563,-70.850938,42.476687,-70.943687,,
42.688563,-70.850938,42.539063,-71.033062,,
42.688563,-70.850938,42.582062,-70.766188,,
42.688563,-70.850938,42.492438,-70.869187,,
42.688563,-70.850938,42.782938,-71.013188,,
42.688563,-70.850938,42.624813,-70.975813,,
42.688563,-70.850938,42.479062,-70.920438,,
42.688563,-70.850938,42.744187,-70.916438,,
42.688563,-70.850938,42.813187,-70.886188,,
42.688563,-70.850938,42.700563,-71.116563,,
42.688563,-70.850938,42.544562,-70.974187,,
42.688563,-70.850938,42.652187,-70.609562,,
42.688563,-70.850938,42.744187,-70.916438,,
42.688563,-70.850938,42.506312,-70.911563,,
42.688563,-70.850938,42.744187,-70.916438,,
42.688563,-70.850938,42.460813,-71.022437,,
42.688563,-70.850938,42.479062,-70.920438,,
42.688563,-70.850938,42.624813,-70.975813,,
42.688563,-70.850938,42.628687,-70.847813,,
42.688563,-70.850938,42.782938,-71.013188,,
42.688563,-70.850938,42.851062,-70.942437,,
42.688563,-70.850938,42.657187,-71.155438,,
42.688563,-70.850938,42.564813,-70.881187,,
42.688563,-70.850938,42.624813,-70.975813,,
42.688563,-70.850938,42.582062,-70.931438,,
42.688563,-70.850938,42.582062,-70.766188,,
42.688563,-70.850938,42.724063,-70.986438,,
42.688563,-70.850938,42.613438,-70.676187,,
42.688563,-70.850938,42.782938,-71.013188,,
42.688563,-70.850938,42.628687,-70.847813,,
42.688563,-70.850938,42.787188,-71.106938,,
42.691187,-71.145062,42.476687,-70.943687,,
42.691187,-71.145062,42.539063,-71.033062,,
42.691187,-71.145062,42.582062,-70.766188,,
42.691187,-71.145062,42.492438,-70.869187,,
42.691187,-71.145062,42.782938,-71.013188,,
42.691187,-71.145062,42.733063,-71.171563,,
42.691187,-71.145062,42.479062,-70.920438,,
42.691187,-71.145062,42.744187,-70.916438,,
42.691187,-71.145062,42.813187,-70.886188,,
42.691187,-71.145062,42.700563,-71.116563,,
42.691187,-71.145062,42.544562,-70.974187,,
42.691187,-71.145062,42.652187,-70.609562,,
42.691187,-71.145062,42.744187,-70.916438,,
42.691187,-71.145062,42.506312,-70.911563,,
42.691187,-71.145062,42.744187,-70.916438,,
42.691187,-71.145062,42.460813,-71.022437,,
42.691187,-71.145062,42.479062,-70.920438,,
42.691187,-71.145062,42.624813,-70.975813,,
42.691187,-71.145062,42.628687,-70.847813,,
42.691187,-71.145062,42.782938,-71.013188,,
42.691187,-71.145062,42.851062,-70.942437,,
42.691187,-71.145062,42.657187,-71.155438,,
42.691187,-71.145062,42.564813,-70.881187,,
42.691187,-71.145062,42.624813,-70.975813,,
42.691187,-71.145062,42.582062,-70.931438,,
42.691187,-71.145062,42.582062,-70.766188,,
42.691187,-71.145062,42.724063,-70.986438,,
42.691187,-71.145062,42.613438,-70.676187,,
42.691187,-71.145062,42.782938,-71.013188,,
42.691187,-71.145062,42.628687,-70.847813,,
42.691187,-71.145062,42.787188,-71.106938,,
42.691187,-71.145062,42.688563,-70.850938,,
42.476687,-70.943687,42.539063,-71.033062,,
42.476687,-70.943687,42.582062,-70.766188,,
42.476687,-70.943687,42.492438,-70.869187,,
42.476687,-70.943687,42.782938,-71.013188,,
42.476687,-70.943687,42.733063,-71.171563,,
42.476687,-70.943687,42.624813,-70.975813,,
42.476687,-70.943687,42.744187,-70.916438,,
42.476687,-70.943687,42.813187,-70.886188,,
42.476687,-70.943687,42.700563,-71.116563,,
42.476687,-70.943687,42.544562,-70.974187,,
42.476687,-70.943687,42.652187,-70.609562,,
42.476687,-70.943687,42.744187,-70.916438,,
42.476687,-70.943687,42.506312,-70.911563,,
42.476687,-70.943687,42.744187,-70.916438,,
42.476687,-70.943687,42.460813,-71.022437,,
42.476687,-70.943687,42.479062,-70.920438,,
42.476687,-70.943687,42.624813,-70.975813,,
42.476687,-70.943687,42.628687,-70.847813,,
42.476687,-70.943687,42.782938,-71.013188,,
42.476687,-70.943687,42.851062,-70.942437,,
42.476687,-70.943687,42.657187,-71.155438,,
42.476687,-70.943687,42.564813,-70.881187,,
42.476687,-70.943687,42.624813,-70.975813,,
42.476687,-70.943687,42.582062,-70.931438,,
42.476687,-70.943687,42.582062,-70.766188,,
42.476687,-70.943687,42.724063,-70.986438,,
42.476687,-70.943687,42.613438,-70.676187,,
42.476687,-70.943687,42.782938,-71.013188,,
42.476687,-70.943687,42.628687,-70.847813,,
42.476687,-70.943687,42.787188,-71.106938,,
42.476687,-70.943687,42.688563,-70.850938,,
42.476687,-70.943687,42.691187,-71.145062,,
42.539063,-71.033062,42.582062,-70.766188,,
42.539063,-71.033062,42.492438,-70.869187,,
42.539063,-71.033062,42.782938,-71.013188,,
42.539063,-71.033062,42.733063,-71.171563,,
42.539063,-71.033062,42.624813,-70.975813,,
42.539063,-71.033062,42.479062,-70.920438,,
42.539063,-71.033062,42.813187,-70.886188,,
42.539063,-71.033062,42.700563,-71.116563,,
42.539063,-71.033062,42.544562,-70.974187,,
42.539063,-71.033062,42.652187,-70.609562,,
42.539063,-71.033062,42.744187,-70.916438,,
42.539063,-71.033062,42.506312,-70.911563,,
42.539063,-71.033062,42.744187,-70.916438,,
42.539063,-71.033062,42.460813,-71.022437,,
42.539063,-71.033062,42.479062,-70.920438,,
42.539063,-71.033062,42.624813,-70.975813,,
42.539063,-71.033062,42.628687,-70.847813,,
42.539063,-71.033062,42.782938,-71.013188,,
42.539063,-71.033062,42.851062,-70.942437,,
42.539063,-71.033062,42.657187,-71.155438,,
42.539063,-71.033062,42.564813,-70.881187,,
42.539063,-71.033062,42.624813,-70.975813,,
42.539063,-71.033062,42.582062,-70.931438,,
42.539063,-71.033062,42.582062,-70.766188,,
42.539063,-71.033062,42.724063,-70.986438,,
42.539063,-71.033062,42.613438,-70.676187,,
42.539063,-71.033062,42.782938,-71.013188,,
42.539063,-71.033062,42.628687,-70.847813,,
42.539063,-71.033062,42.787188,-71.106938,,
42.539063,-71.033062,42.688563,-70.850938,,
42.539063,-71.033062,42.691187,-71.145062,,
42.539063,-71.033062,42.476687,-70.943687,,
42.582062,-70.766188,42.492438,-70.869187,,
42.582062,-70.766188,42.782938,-71.013188,,
42.582062,-70.766188,42.733063,-71.171563,,
42.582062,-70.766188,42.624813,-70.975813,,
42.582062,-70.766188,42.479062,-70.920438,,
42.582062,-70.766188,42.744187,-70.916438,,
42.582062,-70.766188,42.700563,-71.116563,,
42.582062,-70.766188,42.544562,-70.974187,,
42.582062,-70.766188,42.652187,-70.609562,,
42.582062,-70.766188,42.744187,-70.916438,,
42.582062,-70.766188,42.506312,-70.911563,,
42.582062,-70.766188,42.744187,-70.916438,,
42.582062,-70.766188,42.460813,-71.022437,,
42.582062,-70.766188,42.479062,-70.920438,,
42.582062,-70.766188,42.624813,-70.975813,,
42.582062,-70.766188,42.628687,-70.847813,,
42.582062,-70.766188,42.782938,-71.013188,,
42.582062,-70.766188,42.851062,-70.942437,,
42.582062,-70.766188,42.657187,-71.155438,,
42.582062,-70.766188,42.564813,-70.881187,,
42.582062,-70.766188,42.624813,-70.975813,,
42.582062,-70.766188,42.582062,-70.931438,,
42.582062,-70.766188,42.582062,-70.766188,,
42.582062,-70.766188,42.724063,-70.986438,,
42.582062,-70.766188,42.613438,-70.676187,,
42.582062,-70.766188,42.782938,-71.013188,,
42.582062,-70.766188,42.628687,-70.847813,,
42.582062,-70.766188,42.787188,-71.106938,,
42.582062,-70.766188,42.688563,-70.850938,,
42.582062,-70.766188,42.691187,-71.145062,,
42.582062,-70.766188,42.476687,-70.943687,,
42.582062,-70.766188,42.539063,-71.033062,,
42.492438,-70.869187,42.782938,-71.013188,,
42.492438,-70.869187,42.733063,-71.171563,,
42.492438,-70.869187,42.624813,-70.975813,,
42.492438,-70.869187,42.479062,-70.920438,,
42.492438,-70.869187,42.744187,-70.916438,,
42.492438,-70.869187,42.813187,-70.886188,,
42.492438,-70.869187,42.544562,-70.974187,,
42.492438,-70.869187,42.652187,-70.609562,,
42.492438,-70.869187,42.744187,-70.916438,,
42.492438,-70.869187,42.506312,-70.911563,,
42.492438,-70.869187,42.744187,-70.916438,,
42.492438,-70.869187,42.460813,-71.022437,,
42.492438,-70.869187,42.479062,-70.920438,,
42.492438,-70.869187,42.624813,-70.975813,,
42.492438,-70.869187,42.628687,-70.847813,,
42.492438,-70.869187,42.782938,-71.013188,,
42.492438,-70.869187,42.851062,-70.942437,,
42.492438,-70.869187,42.657187,-71.155438,,
42.492438,-70.869187,42.564813,-70.881187,,
42.492438,-70.869187,42.624813,-70.975813,,
42.492438,-70.869187,42.582062,-70.931438,,
42.492438,-70.869187,42.582062,-70.766188,,
42.492438,-70.869187,42.724063,-70.986438,,
42.492438,-70.869187,42.613438,-70.676187,,
42.492438,-70.869187,42.782938,-71.013188,,
42.492438,-70.869187,42.628687,-70.847813,,
42.492438,-70.869187,42.787188,-71.106938,,
42.492438,-70.869187,42.688563,-70.850938,,
42.492438,-70.869187,42.691187,-71.145062,,
42.492438,-70.869187,42.476687,-70.943687,,
42.492438,-70.869187,42.539063,-71.033062,,
42.492438,-70.869187,42.582062,-70.766188,,
42.782938,-71.013188,42.733063,-71.171563,,
42.782938,-71.013188,42.624813,-70.975813,,
42.782938,-71.013188,42.479062,-70.920438,,
42.782938,-71.013188,42.744187,-70.916438,,
42.782938,-71.013188,42.813187,-70.886188,,
42.782938,-71.013188,42.700563,-71.116563,,
42.782938,-71.013188,42.652187,-70.609562,,
42.782938,-71.013188,42.744187,-70.916438,,
42.782938,-71.013188,42.506312,-70.911563,,
42.782938,-71.013188,42.744187,-70.916438,,
42.782938,-71.013188,42.460813,-71.022437,,
42.782938,-71.013188,42.479062,-70.920438,,
42.782938,-71.013188,42.624813,-70.975813,,
42.782938,-71.013188,42.628687,-70.847813,,
42.782938,-71.013188,42.782938,-71.013188,,
42.782938,-71.013188,42.851062,-70.942437,,
42.782938,-71.013188,42.657187,-71.155438,,
42.782938,-71.013188,42.564813,-70.881187,,
42.782938,-71.013188,42.624813,-70.975813,,
42.782938,-71.013188,42.582062,-70.931438,,
42.782938,-71.013188,42.582062,-70.766188,,
42.782938,-71.013188,42.724063,-70.986438,,
42.782938,-71.013188,42.613438,-70.676187,,
42.782938,-71.013188,42.782938,-71.013188,,
42.782938,-71.013188,42.628687,-70.847813,,
42.782938,-71.013188,42.787188,-71.106938,,
42.782938,-71.013188,42.688563,-70.850938,,
42.782938,-71.013188,42.691187,-71.145062,,
42.782938,-71.013188,42.476687,-70.943687,,
42.782938,-71.013188,42.539063,-71.033062,,
42.782938,-71.013188,42.582062,-70.766188,,
42.782938,-71.013188,42.492438,-70.869187,,
42.733063,-71.171563,42.624813,-70.975813,,
42.733063,-71.171563,42.479062,-70.920438,,
42.733063,-71.171563,42.744187,-70.916438,,
42.733063,-71.171563,42.813187,-70.886188,,
42.733063,-71.171563,42.700563,-71.116563,,
